policy,value
1,-3.236297
0,-1.000000
0,-2.000000
0,-2.000000
0,-1.000000
1,-3.912667
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
1,-3.236297
1,-3.216082
1,-3.400949
1,-4.023402
1,-4.521399
1,-3.912667
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
0,0.000000
